genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
IMGM3300034102_BIN641,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_651,NA,,S2148,MCL764
IMGM3300045970_BIN581,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_652,NA,,NA,MCL798
GVMAG-M-3300020716-5,GVMAG-M-3300020716-5,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g311,g311,identical_markers,,NA,NA
IMGM3300051209_BIN387,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_653,NA,,NA,NA
bin_2934,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_654,NA,,NA,NA
bin_1861,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_655,NA,,NA,NA
bin_2950,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_655,NA,,NA,NA
IMGM3300014050_BIN168,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g310,n_656,MCL_clustered,,S999,MCL683
IMGM3300017967_BIN792,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g310,g310,MCL_clustered,,S80,NA
IMGM3300047550_BIN436,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_657,NA,,NA,NA
IMGM3300047550_BIN362,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_657,NA,,NA,NA
IMGM3300033558_BIN66,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_658,NA,,NA,MCL760
bin_6606,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_659,NA,,NA,MCL201
bin_2984,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_660,NA,,NA,MCL830
bin_1759,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g309,n_661,MCL_clustered,,NA,MCL598
GVMAG-M-3300010354-11,GVMAG-M-3300010354-11,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g309,g309,identical_markers,,S1447,MCL288
IMGM3300046154_BIN113,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_662,NA,,NA,NA
bin_3649,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,g312,NA,,NA,NA
GVMAG-S-1035100-96,GVMAG-S-1035100-96,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_12,IM_12,IM_12,g312,g312,identical_markers,,NA,NA
IMGM3300032117_BIN132,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_663,NA,,S1966,MCL700
bin_7080,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_664,NA,,NA,NA
IMGM3300045972_BIN529,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_665,NA,,NA,NA
IMGM3300043400_BIN40,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_665,NA,,S2312,NA
bin_4309,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_666,NA,,NA,MCL839
IMGM3300045994_BIN331,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_667,NA,,NA,NA
bin_2989,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_668,NA,,NA,NA
bin_6074,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_669,NA,,NA,MCL778
IMGM3300012033_BIN142,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_670,NA,,S268,NA
IMGM3300000576_BIN384,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_671,NA,,NA,NA
IMGM3300000576_BIN301,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_672,NA,,NA,NA
IMGM3300008963_BIN38,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_12,NA,NA,n_672,NA,,NA,NA
IMGM3300042922_BIN531,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_673,NA,,NA,NA
bin_5297,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_674,NA,,NA,NA
IMGM3300042369_BIN185,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g323,NA,,S8,NA
bin_5811,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g323,NA,,NA,NA
IMGM3300044535_BIN1034,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g323,g323,MCL_clustered,,NA,MCL254
IMGM3300044957_BIN159,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g323,NA,,NA,MCL514
IMGM3300043570_BIN700,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g323,g323,MCL_clustered,,S144,MCL15
GVMAG-M-3300023184-135,GVMAG-M-3300023184-135,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g323,g323,identical_markers,,S935,MCL294
IMGM3300009185_BIN240,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S1821,MCL378
IMGM3300025470_BIN4,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S74,MCL627
IMGM3300006114_BIN92,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S320,MCL8
IMGM3300043416_BIN145,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S262,MCL26
IMGM3300004773_BIN54,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S218,MCL80
IMGM3300025366_BIN55,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S61,MCL496
IMGM3300013285_BIN107,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,NA,MCL310
IMGM3300041585_BIN157,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,NA
IMGM3300042465_BIN771,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S284,MCL781
IMGM3300051198_BIN2392,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,NA
IMGM3300044712_BIN1251,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL61
IMGM3300034062_BIN838,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S2137,MCL495
bin_4384,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL25
IMGM3300042314_BIN516,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S26,MCL49
IMGM3300032314_BIN98,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,NA
IMGM3300028025_BIN641,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,NA
bin_6024,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,NA,MCL362
IMGM3300027746_BIN556,GVMAG-M-3300009185-7,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,identical_markers,,S901,MCL54
IMGM3300032286_BIN197,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S570,MCL266
IMGM3300009180_BIN410,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,NA
IMGM3300009161_BIN630,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S68,MCL648
IMGM3300018868_BIN484,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S1936,MCL169
LKH577_P12_Am-135,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S2421,NA
bin_3981,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL228
IMGM3300014819_BIN114,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S1672,MCL232
IMGM3300032266_BIN235,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL651
IMGM3300032303_BIN141,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL190
IMGM3300044630_BIN1891,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,NA,MCL189
IMGM3300032282_BIN49,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,NA,MCL81
IMGM3300032236_BIN347,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S2014,MCL163
IMGM3300044729_BIN711,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S2082,MCL24
IMGM3300010158_BIN329,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g322,NA,,S1815,MCL111
IMGM3300023174_BIN1812,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_16,g223,g322,MCL_clustered,,NA,MCL720
IMGM3300032291_BIN409,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,NA,MCL645
IMGM3300002091_BIN84,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S684,MCL166
IMGM3300023174_BIN960,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g322,g322,MCL_clustered,,S24,MCL37
IMGM3300042197_BIN646,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_675,NA,,NA,MCL782
IMGM3300014720_BIN746,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g321,NA,,S1902,NA
IMGM3300007074_BIN161,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g321,NA,,S258,NA
IMGM3300023179_BIN1943,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g321,NA,,NA,NA
IMGM3300012936_BIN829,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g321,g321,MCL_clustered,,S1452,NA
bin_1506,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_676,NA,,NA,NA
GVMAG-M-3300013006-15,GVMAG-M-3300013006-15,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g320,g320,identical_markers,,NA,MCL42
bin_6596,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g319,NA,,NA,NA
SRX331950-48,SRX331950.48.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g319,g319,identical_markers,,NA,MCL445
bin_5824,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g319,g319,MCL_clustered,,NA,MCL93
bin_3809,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g319,g319,MCL_clustered,,NA,MCL364
bin_3548,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g319,NA,,NA,MCL263
GVMAG-S-1035100-100,GVMAG-S-1035100-100,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g319,g319,identical_markers,,NA,MCL223
IMGM3300032224_BIN188,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g317,g317,MCL_clustered,,NA,MCL57
IMGM3300013014_BIN409,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL306
bin_5613,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL840
bin_3168,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL326
bin_6126,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL517
IMGM3300023174_BIN1490,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g318,g318,MCL_clustered,,S778,MCL56
IMGM3300023174_BIN1914,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g318,g318,MCL_clustered,,S1507,MCL480
bin_5332,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL379
bin_2875,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL205
bin_6827,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,NA
IMGM3300044957_BIN147,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,MCL271
IMGM3300042894_BIN995,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g318,g318,MCL_clustered,,S2291,MCL580
bin_5880,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g318,g318,MCL_clustered,,NA,MCL259
bin_4902,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g318,g318,MCL_clustered,,NA,MCL157
IMGM3300043419_BIN415,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g318,NA,,NA,NA
bin_3096,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_677,NA,,NA,MCL553
bin_1068,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_677,NA,,NA,MCL526
IMGM3300043447_BIN351,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_677,NA,,NA,MCL794
bin_1443,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_677,NA,,NA,NA
bin_3293,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_677,NA,,NA,MCL468
bin_3119,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_678,NA,,NA,MCL415
IMGM3300050206_BIN2544,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_678,NA,,NA,MCL805
SRX331950-28,SRX331950.28.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g316,g316,identical_markers,,S690,MCL407
IMGM3300042885_BIN17,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,NA
bin_3055,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g316,g316,MCL_clustered,,NA,MCL373
IMGM3300013094_BIN445,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g316,g316,MCL_clustered,,S1898,MCL4
bin_6808,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL314
IMGM3300022752_BIN702,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL714
IMGM3300051198_BIN2407,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL200
bin_4633,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL543
bin_4001,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL473
IMGM3300050184_BIN573,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g316,NA,,NA,MCL739
IMGM3300027749_BIN582,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g316,g316,MCL_clustered,,S1607,MCL230
GVMAG-M-3300023184-62,GVMAG-M-3300023184-62,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g315,g315,identical_markers,,NA,MCL345
bin_1708,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g315,NA,,NA,MCL409
IMGM3300044701_BIN301,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g315,NA,,NA,NA
bin_1148,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g315,NA,,NA,NA
IMGM3300010334_BIN565,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g315,g315,MCL_clustered,,NA,MCL286
IMGM3300009684_BIN338,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g315,NA,,NA,MCL667
IMGM3300034357_BIN532,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g315,g315,MCL_clustered,,S2163,MCL355
bin_1723,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g315,g315,MCL_clustered,,S801,MCL72
LKH495_P10_Am-13,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g315,NA,,S2422,NA
IMGM3300009163_BIN498,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,NA
IMGM3300050206_BIN2131,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,NA,MCL7
bin_6851,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,NA
IMGM3300035438_BIN2,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,S1147,MCL372
bin_2876,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,MCL58
IMGM3300010334_BIN534,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,NA,MCL91
GVMAG-S-3300013006-138,GVMAG-S-3300013006-138,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,identical_markers,,S1635,MCL68
bin_6455,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,NA
IMGM3300046820_BIN1157,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,S2383,MCL793
IMGM3300042563_BIN948,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,S2273,MCL227
bin_7094,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,NA,MCL108
bin_2662,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,S2405,MCL322
IMGM3300032289_BIN205,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,NA,MCL82
IMGM3300043465_BIN563,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,S143,MCL172
bin_3693,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,MCL241
GVMAG-M-3300023184-77,GVMAG-M-3300023184-77,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,identical_markers,,NA,MCL287
IMGM3300023184_BIN934,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,NA,MCL101
IMGM3300043465_BIN452,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,S460,MCL159
IMGM3300010158_BIN408,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,S1444,MCL217
bin_4007,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,NA,MCL834
IMGS3300042691_BIN1443,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,MCL_clustered,,S1052,MCL29
IMGM3300023174_BIN571,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g314,NA,,S2004,MCL612
GVMAG-S-1101172-89,GVMAG-S-1101172-89,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g314,g314,identical_markers,,S523,MCL75
IMGM3300034954_BIN165,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_01,NA,NA,n_679,NA,incertae,NA,NA
IMGM3300050674_BIN93,NA,NA,Megaviricetes,Imitervirales,IM_12,IM_01,NA,NA,n_680,NA,,NA,NA
IMGM3300009706_BIN312,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_681,NA,,NA,MCL669
IMGM3300013006_BIN324,GVMAG-M-3300018868-6,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g326,g326,identical_markers,,S645,MCL305
IMGM3300010299_BIN37,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_682,NA,,NA,NA
IMGM3300009703_BIN311,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g326,n_683,MCL_clustered,,S998,NA
IMGM3300001589_BIN285,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_684,NA,,S1032,NA
IMGM3300036716_BIN483,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g325,g325,MCL_clustered,,NA,MCL273
GVMAG-M-3300018080-29,GVMAG-M-3300018080-29,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g324,g324,identical_markers,,S644,MCL590
IMGM3300017967_BIN561,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_685,NA,,NA,NA
IMGM3300017967_BIN609,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_686,NA,,NA,NA
IMGM3300000385_BIN119,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g328,g328,MCL_clustered,,S629,NA
SRX327520-18,SRX327520.18.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g328,g328,identical_markers,,NA,NA
GVMAG-S-1030632-69,GVMAG-S-1030632-69,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g327,g327,identical_markers,,NA,MCL608
IMGM3300008050_BIN139,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g327,NA,,NA,NA
IMGM3300028361_BIN118,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g327,NA,,S138,MCL639
ERX552246-27,ERX552246.27.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g327,g327,identical_markers,,NA,MCL422
GVMAG-S-3300000576-45,GVMAG-S-3300000576-45,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g327,n_687,identical_markers,,S988,MCL459
TARA_MED_NCLDV_00089,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_688,NA,,NA,NA
IMGM3300017967_BIN619,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_688,NA,,NA,NA
TARA_PSW_NCLDV_00072,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_688,NA,,NA,NA
IMGM3300017967_BIN132,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g327,n_688,MCL_clustered,,NA,MCL256
TARA_PSW_NCLDV_00071,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_688,NA,,NA,NA
IMGM3300009409_BIN510,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_689,NA,,S224,MCL307
IMGM3300046532_BIN1103,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_689,NA,,NA,MCL267
IMGM3300010883_BIN1732,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_689,NA,,NA,NA
IMGM3300017956_BIN137,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_690,NA,,S1919,NA
IMGM3300020595_BIN622,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_691,MCL_clustered,,S647,MCL431
TARA_PSW_NCLDV_00025,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_691,MCL_clustered,,NA,MCL64
IMGM3300041402_BIN230,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_691,NA,,S2185,NA
IMGM3300024520_BIN633,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_691,NA,,S1158,MCL728
GVMAG-M-3300020187-69,GVMAG-M-3300020187-69,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_691,identical_markers,,NA,MCL218
IMGM3300010883_BIN3515,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_691,NA,,NA,NA
IMGM3300027779_BIN460,GVMAG-M-3300027779-64,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_691,identical_markers,,S1575,MCL110
IMGM3300010883_BIN4828,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_691,NA,,NA,NA
GVMAG-M-3300021425-14,GVMAG-M-3300021425-14,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_692,identical_markers,,S1481,MCL428
IMGM3300021425_BIN101,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_692,MCL_clustered,,NA,MCL420
IMGM3300027810_BIN461,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_692,NA,,NA,MCL524
IMGM3300023112_BIN62,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_692,NA,,S729,MCL318
ERX552270-87,ERX552270.87.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_693,identical_markers,,NA,NA
IMGM3300025880_BIN574,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,n_694,NA,,NA,NA
IMGM3300009496_BIN20,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_694,MCL_clustered,,S649,MCL255
IMGM3300001349_BIN332,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,n_694,MCL_clustered,,S1691,MCL85
TARA_MED_NCLDV_00111,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g329,NA,,NA,NA
IMGM3300028132_BIN105,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,S942,MCL160
IMGM3300020595_BIN409,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,S1131,MCL292
TARA_MED_NCLDV_00014,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,NA,MCL55
TARA_MED_NCLDV_00013,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,NA,NA,g329,NA,,NA,NA
IMGM3300050183_BIN1289,NA,NA,Megaviricetes,Imitervirales,IM_01,IM_01,IM_01,g329,g329,MCL_clustered,,S2396,MCL592
